
2025-05-12T15:38:58.970844,Bitcoin,0.0536,102914,🤝 Hold / Watch
2025-05-12T15:38:58.970844,Dogecoin,0.025555555555555557,0.234756,🤝 Hold / Watch
2025-05-12T15:38:58.970844,Ethereum,0.0725,2505.18,🤝 Hold / Watch
2025-05-12T15:38:58.970844,Solana,-0.0030000000000000096,176.04,🤝 Hold / Watch
2025-05-12T15:53:51.302144,Bitcoin,0.0536,102546,🤝 Hold / Watch
2025-05-12T15:53:51.302144,Dogecoin,0.025555555555555557,0.233184,🤝 Hold / Watch
2025-05-12T15:53:51.302144,Ethereum,0.07,2493.72,🤝 Hold / Watch
2025-05-12T15:53:51.303144,Solana,-0.0030000000000000096,174.76,🤝 Hold / Watch
2025-05-12T16:14:27.076753,Bitcoin,0.0584,102608,🤝 Hold / Watch
2025-05-12T16:14:27.076753,Dogecoin,0.025555555555555557,0.231846,🤝 Hold / Watch
2025-05-12T16:14:27.076753,Ethereum,0.06666666666666667,2482.6,🤝 Hold / Watch
2025-05-12T16:14:27.077753,Solana,-0.0030000000000000096,173.94,🤝 Hold / Watch
2025-05-12T16:30:37.711070,Bitcoin,0.050416666666666665,102944,🤝 Hold / Watch
2025-05-12T16:30:37.711070,Dogecoin,0.025555555555555557,0.234394,🤝 Hold / Watch
2025-05-12T16:30:37.711070,Ethereum,0.06666666666666667,2498.41,🤝 Hold / Watch
2025-05-12T16:30:37.711070,Solana,-0.0030000000000000096,175.51,🤝 Hold / Watch
2025-05-12T18:34:47.500908,Bitcoin,0.04791666666666667,101691,🤝 Hold / Watch
2025-05-12T18:34:47.500908,Dogecoin,0.02875,0.225554,🤝 Hold / Watch
2025-05-12T18:34:47.500908,Ethereum,0.053076923076923084,2448.03,🤝 Hold / Watch
2025-05-12T18:34:47.500908,Solana,-0.047500000000000014,170.66,🤝 Hold / Watch
2025-05-12T19:01:11.021828,Bitcoin,0.04791666666666667,101600,🤝 Hold / Watch
2025-05-12T19:01:11.021828,Dogecoin,0.02875,0.22449,🤝 Hold / Watch
2025-05-12T19:01:11.021828,Ethereum,0.053076923076923084,2438.2,🤝 Hold / Watch
2025-05-12T19:01:11.021828,Solana,-0.047500000000000014,170.15,🤝 Hold / Watch
